NB_VEHICLES,CAPACITY,SPEED,NB_REQUEST
50,2000,1,54

NO,X_COORD,Y_COORD,DEMAND,E_TIME,L_TIME,S_TIME
0,40,50,0,0,240,0
1,35,69,230,0,210,10
2,15,75,200,0,194,10
3,45,65,90,0,214,10
4,18,80,100,0,192,10
5,20,85,200,0,189,10
6,2,60,50,0,190,10
7,15,80,100,91,121,10
8,10,35,200,91,121,10
9,0,40,200,0,188,10
10,2,45,100,0,191,10
11,8,45,200,0,197,10
12,5,35,100,142,172,0
13,5,45,100,0,194,10
14,26,52,90,0,215,10
15,40,5,100,0,185,10
16,42,10,400,0,189,10
17,42,15,100,0,194,10
18,42,12,100,0,191,10
19,35,5,200,154,184,10
20,95,30,300,0,171,10
21,95,35,200,0,172,10
22,85,25,100,0,178,10
23,88,30,100,0,178,10
24,87,30,100,0,178,0
25,67,85,200,0,185,10
26,55,85,200,0,191,10
27,55,80,100,0,196,10
28,55,82,100,64,94,10
29,60,85,300,0,189,10
30,20,82,100,0,192,0
31,53,43,140,14,44,10
32,57,29,180,96,126,10
33,30,25,230,0,203,10
34,31,52,270,41,71,10
35,63,65,80,0,202,10
36,30,60,160,140,170,0
37,47,47,130,0,222,10
38,15,10,200,152,182,0
39,12,24,130,90,120,10
40,24,58,190,0,212,10
41,65,35,30,52,82,10
42,65,20,60,0,190,10
43,37,47,60,0,225,10
44,41,37,160,0,216,0
45,64,42,90,70,100,10
46,20,20,80,141,171,0
47,26,35,150,77,107,10
48,60,12,310,75,105,10
49,4,18,350,0,181,10
50,8,56,270,0,197,10
51,63,23,20,0,194,10
52,49,42,130,0,217,10
53,57,48,230,0,212,0
54,56,37,60,0,209,10
55,25,85,-230,0,191,10
56,22,75,-200,0,199,10
57,22,85,-90,0,190,10
58,20,80,-100,141,171,10
59,31,67,-200,180,210,10
60,18,75,-50,0,196,10
61,40,60,-100,0,220,10
62,21,24,-200,0,197,10
63,10,40,-200,0,198,10
64,8,40,-100,59,89,10
65,27,43,-200,0,215,10
66,5,35,-100,142,172,10
67,2,40,-100,58,88,10
68,0,45,-90,0,189,10
69,44,5,-100,0,184,10
70,42,5,-400,0,184,10
71,40,15,-100,0,195,10
72,38,5,-100,65,95,10
73,38,15,-200,0,194,10
74,88,35,-300,0,179,10
75,90,35,-200,0,177,10
76,92,30,-100,0,174,10
77,85,35,-100,0,182,10
78,87,30,-100,0,178,10
79,58,75,-200,0,199,10
80,65,85,-200,0,186,10
81,65,82,-100,0,189,10
82,62,80,-100,75,105,10
83,60,80,-300,0,193,10
84,20,82,-100,0,192,10
85,72,35,-140,0,194,10
86,55,20,-180,0,196,10
87,25,30,-230,0,205,10
88,20,50,-270,91,121,10
89,55,60,-80,0,211,10
90,30,60,-160,140,170,10
91,50,35,-130,0,211,10
92,15,10,-200,152,182,10
93,10,20,-130,0,187,10
94,15,60,-190,0,203,10
95,65,55,-30,0,204,10
96,45,30,-60,0,209,10
97,35,40,-60,0,218,10
98,41,37,-160,0,216,10
99,49,58,-90,0,217,10
100,20,20,-80,141,171,10
101,5,5,-150,0,172,10
102,37,31,-310,0,210,10
103,23,3,-350,150,180,10
104,6,68,-270,89,119,10
105,67,5,-20,0,177,10
106,61,52,-130,0,208,10
107,57,48,-230,0,212,10
108,55,54,-60,0,214,10
