NB_VEHICLES,CAPACITY,SPEED,NB_REQUEST
50,2000,1,53

NO,X_COORD,Y_COORD,DEMAND,E_TIME,L_TIME,S_TIME
0,40,50,0,0,1236,0
1,45,68,100,0,1127,90
2,38,68,200,255,324,90
3,42,66,100,0,1129,90
4,40,69,200,621,702,90
5,42,65,100,0,1130,90
6,40,66,200,0,1130,90
7,22,75,300,30,92,90
8,20,85,400,475,528,90
9,15,75,200,179,254,90
10,18,75,200,99,148,90
11,30,50,100,10,73,90
12,28,55,100,732,777,90
13,25,50,100,65,144,90
14,20,50,100,358,405,90
15,23,52,100,261,316,90
16,23,55,200,546,593,0
17,10,35,200,0,1112,90
18,10,40,300,31,100,90
19,2,40,200,0,1106,90
20,0,40,300,479,522,90
21,0,45,200,567,624,0
22,33,35,100,16,80,90
23,35,32,100,166,235,90
24,33,32,200,68,149,90
25,32,30,100,359,412,90
26,30,32,300,448,509,90
27,25,35,100,0,1124,90
28,26,32,100,0,1123,0
29,42,15,100,95,158,90
30,42,10,400,186,257,90
31,40,15,400,35,87,90
32,38,5,300,471,534,90
33,47,40,100,12,77,90
34,50,35,200,262,317,90
35,50,40,500,171,218,90
36,53,35,500,353,412,90
37,48,40,100,76,129,90
38,45,30,100,734,777,0
39,85,35,300,47,124,90
40,95,35,200,293,360,90
41,90,35,100,203,260,90
42,88,35,200,109,170,0
43,87,30,100,668,731,90
44,75,55,200,0,1110,90
45,72,55,100,0,1113,90
46,60,55,100,20,84,90
47,65,55,200,85,144,90
48,65,60,300,645,708,90
49,60,80,100,0,1109,90
50,65,85,400,475,518,90
51,58,75,200,0,1115,90
52,62,80,300,0,1108,90
53,60,85,300,561,622,0
54,45,65,-100,0,1130,90
55,45,70,-200,0,1125,90
56,35,66,-100,357,410,90
57,42,68,-200,727,782,90
58,38,70,-100,534,605,90
59,35,69,-200,448,505,90
60,25,85,-300,0,1107,90
61,22,85,-400,567,620,90
62,20,80,-200,384,429,90
63,15,80,-200,278,345,90
64,28,52,-100,812,883,90
65,30,52,-100,0,1135,90
66,25,52,-100,169,224,90
67,25,55,-100,0,1130,90
68,20,55,-100,449,504,90
69,23,55,-200,546,593,90
70,5,35,-200,283,344,90
71,8,40,-300,87,158,90
72,8,45,-200,0,1113,90
73,5,45,-300,665,716,90
74,0,45,-200,567,624,90
75,35,30,-100,264,321,90
76,25,30,-100,725,786,90
77,28,30,-200,0,1122,90
78,30,35,-100,1054,1127,90
79,30,30,-300,541,600,90
80,28,35,-100,1001,1066,90
81,26,32,-100,0,1123,90
82,44,5,-100,286,347,90
83,40,5,-400,385,436,90
84,35,5,-400,562,629,90
85,38,15,-300,0,1110,90
86,50,30,-100,531,610,90
87,47,35,-200,826,875,90
88,45,35,-500,916,969,90
89,48,30,-500,632,693,90
90,53,30,-100,0,1122,90
91,45,30,-100,734,777,90
92,95,30,-300,387,456,90
93,88,30,-200,574,643,90
94,92,30,-100,478,551,90
95,88,35,-200,109,170,90
96,85,25,-100,769,820,90
97,68,60,-200,0,1116,90
98,70,58,-100,458,523,90
99,66,55,-100,173,238,90
100,63,58,-200,737,802,90
101,60,60,-300,0,1123,90
102,67,85,-100,368,441,90
103,55,80,-400,743,820,90
104,65,82,-200,0,1105,90
105,55,85,-300,647,726,90
106,60,85,-300,561,622,90
