NB_VEHICLES,CAPACITY,SPEED,NB_REQUEST
50,2000,1,53

NO,X_COORD,Y_COORD,DEMAND,E_TIME,L_TIME,S_TIME
0,40,50,0,0,240,0
1,25,85,200,0,191,10
2,22,75,300,0,199,10
3,8,56,270,90,120,10
4,18,75,200,95,125,10
5,15,75,200,0,194,10
6,20,82,100,37,67,10
7,10,35,200,91,121,10
8,10,40,300,119,149,10
9,5,45,100,0,194,10
10,8,45,200,0,197,10
11,27,43,90,0,215,10
12,20,50,50,91,121,10
13,44,5,200,0,184,10
14,40,15,400,92,122,10
15,42,15,100,0,194,10
16,40,5,100,0,185,10
17,35,5,200,154,184,10
18,87,30,100,0,178,10
19,95,35,200,62,92,10
20,92,30,100,0,174,0
21,90,35,100,0,177,10
22,85,25,100,51,81,10
23,60,80,100,37,67,10
24,65,85,400,43,73,10
25,55,82,100,64,94,10
26,60,85,300,85,115,10
27,58,75,200,92,122,10
28,45,65,90,0,214,10
29,55,85,200,0,191,10
30,2,45,100,0,191,0
31,72,35,300,0,194,10
32,55,20,190,0,196,10
33,20,20,80,141,171,10
34,55,60,160,0,211,0
35,50,35,190,130,160,10
36,30,25,230,0,203,0
37,4,18,350,0,181,10
38,10,20,190,0,187,10
39,26,52,90,0,215,10
40,53,43,140,14,44,10
41,35,40,160,11,41,10
42,40,60,210,144,174,0
43,31,52,270,41,71,10
44,31,67,30,180,210,10
45,65,55,140,0,204,10
46,2,60,50,0,190,10
47,5,5,160,0,172,10
48,60,12,310,75,105,10
49,49,58,100,0,217,10
50,37,31,140,0,210,10
51,57,29,180,96,126,0
52,37,47,60,0,225,10
53,56,37,60,0,209,10
54,22,85,-200,0,190,10
55,20,85,-300,0,189,10
56,20,80,-270,141,171,10
57,30,60,-200,140,170,10
58,18,80,-200,0,192,10
59,15,80,-100,91,121,10
60,12,24,-200,90,120,10
61,5,35,-300,142,172,10
62,8,40,-100,59,89,10
63,0,45,-200,149,179,10
64,2,40,-90,58,88,10
65,0,40,-50,0,188,10
66,38,5,-200,65,95,10
67,42,10,-400,0,189,10
68,42,5,-100,0,184,10
69,42,12,-100,104,134,10
70,38,15,-200,0,194,10
71,95,30,-100,0,171,10
72,88,30,-200,74,104,10
73,92,30,-100,0,174,10
74,85,35,-100,0,182,10
75,88,35,-100,0,179,10
76,67,85,-100,139,169,10
77,65,82,-400,0,189,10
78,62,80,-100,75,105,10
79,61,52,-300,178,208,10
80,63,65,-200,0,202,10
81,55,80,-90,33,63,10
82,47,47,-200,192,222,10
83,2,45,-100,0,191,10
84,64,42,-300,70,100,10
85,65,20,-190,0,190,10
86,25,30,-80,0,205,10
87,55,60,-160,0,211,10
88,41,37,-190,133,163,10
89,30,25,-230,0,203,10
90,15,10,-350,152,182,10
91,21,24,-190,0,197,10
92,15,60,-90,0,203,10
93,65,35,-140,52,82,10
94,45,30,-160,53,83,10
95,40,60,-210,144,174,10
96,24,58,-270,67,97,10
97,35,69,-30,180,210,10
98,57,48,-140,0,212,10
99,6,68,-50,89,119,10
100,23,3,-160,150,180,10
101,63,23,-310,0,194,10
102,55,54,-100,0,214,10
103,67,5,-140,0,177,10
104,57,29,-180,96,126,10
105,26,35,-60,77,107,10
106,49,42,-60,0,217,10
