NB_VEHICLES,CAPACITY,SPEED,NB_REQUEST
50,2000,1,53

NO,X_COORD,Y_COORD,DEMAND,E_TIME,L_TIME,S_TIME
0,40,50,0,0,1236,0
1,42,65,100,15,226,90
2,45,70,300,756,939,90
3,42,66,100,16,336,90
4,40,69,200,499,824,90
5,40,66,200,87,308,90
6,35,69,100,363,590,90
7,20,80,400,318,495,90
8,22,75,300,30,280,90
9,15,75,200,68,365,90
10,15,80,100,176,447,90
11,30,50,100,10,265,90
12,23,55,200,476,663,90
13,25,55,100,502,821,90
14,25,50,100,15,333,90
15,25,52,400,88,305,90
16,23,52,100,179,398,0
17,10,35,200,144,293,90
18,10,40,300,31,309,90
19,8,40,400,33,313,90
20,0,40,300,414,587,90
21,0,45,200,481,710,0
22,35,30,100,180,405,90
23,35,32,100,63,338,90
24,33,32,200,19,345,90
25,33,35,100,16,273,90
26,30,32,300,355,602,90
27,28,35,100,867,1126,0
28,25,30,100,635,876,90
29,44,5,200,193,440,90
30,42,10,400,78,365,90
31,40,15,400,35,246,90
32,35,5,200,463,728,90
33,47,40,100,12,275,90
34,50,35,200,181,398,90
35,50,40,500,100,289,90
36,53,35,500,263,502,90
37,48,40,100,12,223,90
38,45,30,100,669,842,0
39,88,35,200,50,295,90
40,85,35,300,47,356,90
41,92,30,100,370,659,90
42,90,35,100,119,344,90
43,87,30,100,573,826,0
44,75,55,200,293,496,90
45,65,55,200,25,260,90
46,70,58,200,360,621,90
47,66,55,100,76,335,90
48,60,55,100,20,276,90
49,60,80,100,36,283,90
50,65,85,400,409,584,90
51,58,75,200,30,248,90
52,62,80,300,130,305,90
53,60,85,300,470,713,0
54,45,68,-100,830,1049,90
55,45,65,-300,847,1130,90
56,35,66,-100,279,488,90
57,42,68,-200,643,866,90
58,38,68,-200,150,429,90
59,38,70,-100,429,710,90
60,25,85,-400,547,826,90
61,18,75,-300,33,226,90
62,22,85,-200,489,698,90
63,20,85,-100,394,609,90
64,28,52,-100,704,991,90
65,30,52,-200,836,1043,90
66,28,55,-100,664,845,90
67,20,50,-100,288,475,90
68,20,55,-400,368,585,90
69,23,52,-100,179,398,90
70,5,35,-200,191,436,90
71,8,45,-300,655,912,90
72,2,40,-400,305,512,90
73,5,45,-300,588,793,90
74,0,45,-200,481,710,90
75,30,35,-100,837,1127,90
76,30,30,-100,453,688,90
77,32,30,-200,278,493,90
78,25,35,-100,825,1056,90
79,28,30,-300,539,786,90
80,28,35,-100,867,1126,90
81,26,32,-100,719,976,90
82,40,5,-200,308,513,90
83,38,5,-400,376,629,90
84,42,15,-400,35,287,90
85,38,15,-200,519,872,90
86,50,30,-100,412,729,90
87,47,35,-200,753,948,90
88,45,35,-500,836,1049,90
89,48,30,-500,539,786,90
90,53,30,-100,367,588,90
91,45,30,-100,669,842,90
92,95,30,-200,284,559,90
93,95,35,-300,194,459,90
94,88,30,-100,469,748,90
95,85,25,-100,694,895,90
96,87,30,-100,573,826,90
97,68,60,-200,470,697,90
98,72,55,-200,154,449,90
99,63,58,-200,640,899,90
100,60,60,-100,756,969,90
101,65,60,-100,551,802,90
102,67,85,-100,257,552,90
103,55,80,-400,628,935,90
104,65,82,-200,209,412,90
105,55,85,-300,530,843,90
106,60,85,-300,470,713,90
